cohort	sex	region	highest edu	receiving e	time	TABCELL	age
1980	Men	Region Syddanmark	H50 Vocational bachelors educations	H40 Short cycle higher education	2010	2	29
1981	Men	Region Syddanmark	H50 Vocational bachelors educations	H40 Short cycle higher education	2011	6	29
1982	Men	Region Syddanmark	H50 Vocational bachelors educations	H40 Short cycle higher education	2012	3	29
1983	Men	Region Syddanmark	H50 Vocational bachelors educations	H40 Short cycle higher education	2013	0	29
1984	Men	Region Syddanmark	H50 Vocational bachelors educations	H40 Short cycle higher education	2014	1	29
1985	Men	Region Syddanmark	H50 Vocational bachelors educations	H40 Short cycle higher education	2015	2	29
1986	Men	Region Syddanmark	H50 Vocational bachelors educations	H40 Short cycle higher education	2016	1	29
1987	Men	Region Syddanmark	H50 Vocational bachelors educations	H40 Short cycle higher education	2017	4	29
1976	Men	Region Syddanmark	H50 Vocational bachelors educations	H50 Vocational bachelors educations	2006	18	29
1977	Men	Region Syddanmark	H50 Vocational bachelors educations	H50 Vocational bachelors educations	2007	14	29
1978	Men	Region Syddanmark	H50 Vocational bachelors educations	H50 Vocational bachelors educations	2008	26	29
1979	Men	Region Syddanmark	H50 Vocational bachelors educations	H50 Vocational bachelors educations	2009	31	29
1980	Men	Region Syddanmark	H50 Vocational bachelors educations	H50 Vocational bachelors educations	2010	24	29
1981	Men	Region Syddanmark	H50 Vocational bachelors educations	H50 Vocational bachelors educations	2011	17	29
1982	Men	Region Syddanmark	H50 Vocational bachelors educations	H50 Vocational bachelors educations	2012	6	29
1983	Men	Region Syddanmark	H50 Vocational bachelors educations	H50 Vocational bachelors educations	2013	9	29
1984	Men	Region Syddanmark	H50 Vocational bachelors educations	H50 Vocational bachelors educations	2014	5	29
1985	Men	Region Syddanmark	H50 Vocational bachelors educations	H50 Vocational bachelors educations	2015	4	29
1986	Men	Region Syddanmark	H50 Vocational bachelors educations	H50 Vocational bachelors educations	2016	8	29
1987	Men	Region Syddanmark	H50 Vocational bachelors educations	H50 Vocational bachelors educations	2017	10	29
1976	Men	Region Syddanmark	H50 Vocational bachelors educations	H60 Bachelors programmes	2006	6	29
1977	Men	Region Syddanmark	H50 Vocational bachelors educations	H60 Bachelors programmes	2007	5	29
1978	Men	Region Syddanmark	H50 Vocational bachelors educations	H60 Bachelors programmes	2008	5	29
1979	Men	Region Syddanmark	H50 Vocational bachelors educations	H60 Bachelors programmes	2009	2	29
1980	Men	Region Syddanmark	H50 Vocational bachelors educations	H60 Bachelors programmes	2010	4	29
1981	Men	Region Syddanmark	H50 Vocational bachelors educations	H60 Bachelors programmes	2011	2	29
1982	Men	Region Syddanmark	H50 Vocational bachelors educations	H60 Bachelors programmes	2012	6	29
1983	Men	Region Syddanmark	H50 Vocational bachelors educations	H60 Bachelors programmes	2013	4	29
1984	Men	Region Syddanmark	H50 Vocational bachelors educations	H60 Bachelors programmes	2014	7	29
1985	Men	Region Syddanmark	H50 Vocational bachelors educations	H60 Bachelors programmes	2015	4	29
1986	Men	Region Syddanmark	H50 Vocational bachelors educations	H60 Bachelors programmes	2016	4	29
1987	Men	Region Syddanmark	H50 Vocational bachelors educations	H60 Bachelors programmes	2017	10	29
1976	Men	Region Syddanmark	H50 Vocational bachelors educations	H70 Masters programmes	2006	30	29
1977	Men	Region Syddanmark	H50 Vocational bachelors educations	H70 Masters programmes	2007	21	29
1978	Men	Region Syddanmark	H50 Vocational bachelors educations	H70 Masters programmes	2008	30	29
1979	Men	Region Syddanmark	H50 Vocational bachelors educations	H70 Masters programmes	2009	21	29
1980	Men	Region Syddanmark	H50 Vocational bachelors educations	H70 Masters programmes	2010	12	29
1981	Men	Region Syddanmark	H50 Vocational bachelors educations	H70 Masters programmes	2011	20	29
1982	Men	Region Syddanmark	H50 Vocational bachelors educations	H70 Masters programmes	2012	27	29
1983	Men	Region Syddanmark	H50 Vocational bachelors educations	H70 Masters programmes	2013	25	29
1984	Men	Region Syddanmark	H50 Vocational bachelors educations	H70 Masters programmes	2014	27	29
1985	Men	Region Syddanmark	H50 Vocational bachelors educations	H70 Masters programmes	2015	34	29
1986	Men	Region Syddanmark	H50 Vocational bachelors educations	H70 Masters programmes	2016	31	29
1987	Men	Region Syddanmark	H50 Vocational bachelors educations	H70 Masters programmes	2017	29	29
1976	Men	Region Syddanmark	H50 Vocational bachelors educations	H80 PhD programmes	2006	0	29
1977	Men	Region Syddanmark	H50 Vocational bachelors educations	H80 PhD programmes	2007	0	29
1978	Men	Region Syddanmark	H50 Vocational bachelors educations	H80 PhD programmes	2008	0	29
1979	Men	Region Syddanmark	H50 Vocational bachelors educations	H80 PhD programmes	2009	0	29
1980	Men	Region Syddanmark	H50 Vocational bachelors educations	H80 PhD programmes	2010	0	29
1981	Men	Region Syddanmark	H50 Vocational bachelors educations	H80 PhD programmes	2011	1	29
1982	Men	Region Syddanmark	H50 Vocational bachelors educations	H80 PhD programmes	2012	0	29
1983	Men	Region Syddanmark	H50 Vocational bachelors educations	H80 PhD programmes	2013	0	29
1984	Men	Region Syddanmark	H50 Vocational bachelors educations	H80 PhD programmes	2014	0	29
1985	Men	Region Syddanmark	H50 Vocational bachelors educations	H80 PhD programmes	2015	0	29
1986	Men	Region Syddanmark	H50 Vocational bachelors educations	H80 PhD programmes	2016	0	29
1987	Men	Region Syddanmark	H50 Vocational bachelors educations	H80 PhD programmes	2017	0	29
1976	Men	Region Syddanmark	H50 Vocational bachelors educations	H90 Not stated	2006	538	29
1977	Men	Region Syddanmark	H50 Vocational bachelors educations	H90 Not stated	2007	525	29
1978	Men	Region Syddanmark	H50 Vocational bachelors educations	H90 Not stated	2008	526	29
1979	Men	Region Syddanmark	H50 Vocational bachelors educations	H90 Not stated	2009	560	29
1980	Men	Region Syddanmark	H50 Vocational bachelors educations	H90 Not stated	2010	519	29
1981	Men	Region Syddanmark	H50 Vocational bachelors educations	H90 Not stated	2011	474	29
1982	Men	Region Syddanmark	H50 Vocational bachelors educations	H90 Not stated	2012	473	29
1983	Men	Region Syddanmark	H50 Vocational bachelors educations	H90 Not stated	2013	473	29
1984	Men	Region Syddanmark	H50 Vocational bachelors educations	H90 Not stated	2014	498	29
1985	Men	Region Syddanmark	H50 Vocational bachelors educations	H90 Not stated	2015	594	29
1986	Men	Region Syddanmark	H50 Vocational bachelors educations	H90 Not stated	2016	695	29
1987	Men	Region Syddanmark	H50 Vocational bachelors educations	H90 Not stated	2017	759	29
1976	Men	Region Syddanmark	H60 Bachelors programmes	H10 Primary education	2006	0	29
1977	Men	Region Syddanmark	H60 Bachelors programmes	H10 Primary education	2007	0	29
1978	Men	Region Syddanmark	H60 Bachelors programmes	H10 Primary education	2008	0	29
1979	Men	Region Syddanmark	H60 Bachelors programmes	H10 Primary education	2009	0	29
1980	Men	Region Syddanmark	H60 Bachelors programmes	H10 Primary education	2010	0	29
1981	Men	Region Syddanmark	H60 Bachelors programmes	H10 Primary education	2011	0	29
1982	Men	Region Syddanmark	H60 Bachelors programmes	H10 Primary education	2012	0	29
1983	Men	Region Syddanmark	H60 Bachelors programmes	H10 Primary education	2013	0	29
1984	Men	Region Syddanmark	H60 Bachelors programmes	H10 Primary education	2014	0	29
1985	Men	Region Syddanmark	H60 Bachelors programmes	H10 Primary education	2015	0	29
1986	Men	Region Syddanmark	H60 Bachelors programmes	H10 Primary education	2016	0	29
1987	Men	Region Syddanmark	H60 Bachelors programmes	H10 Primary education	2017	0	29
1976	Men	Region Syddanmark	H60 Bachelors programmes	H15 Preparatory courses	2006	0	29
1977	Men	Region Syddanmark	H60 Bachelors programmes	H15 Preparatory courses	2007	0	29
1978	Men	Region Syddanmark	H60 Bachelors programmes	H15 Preparatory courses	2008	0	29
1979	Men	Region Syddanmark	H60 Bachelors programmes	H15 Preparatory courses	2009	0	29
1980	Men	Region Syddanmark	H60 Bachelors programmes	H15 Preparatory courses	2010	0	29
1981	Men	Region Syddanmark	H60 Bachelors programmes	H15 Preparatory courses	2011	0	29
1982	Men	Region Syddanmark	H60 Bachelors programmes	H15 Preparatory courses	2012	0	29
1983	Men	Region Syddanmark	H60 Bachelors programmes	H15 Preparatory courses	2013	0	29
1984	Men	Region Syddanmark	H60 Bachelors programmes	H15 Preparatory courses	2014	0	29
1985	Men	Region Syddanmark	H60 Bachelors programmes	H15 Preparatory courses	2015	0	29
1986	Men	Region Syddanmark	H60 Bachelors programmes	H15 Preparatory courses	2016	0	29
1987	Men	Region Syddanmark	H60 Bachelors programmes	H15 Preparatory courses	2017	0	29
1976	Men	Region Syddanmark	H60 Bachelors programmes	H20 Upper secondary education	2006	0	29
1977	Men	Region Syddanmark	H60 Bachelors programmes	H20 Upper secondary education	2007	0	29
1978	Men	Region Syddanmark	H60 Bachelors programmes	H20 Upper secondary education	2008	0	29
1979	Men	Region Syddanmark	H60 Bachelors programmes	H20 Upper secondary education	2009	0	29
1980	Men	Region Syddanmark	H60 Bachelors programmes	H20 Upper secondary education	2010	0	29
1981	Men	Region Syddanmark	H60 Bachelors programmes	H20 Upper secondary education	2011	0	29
1982	Men	Region Syddanmark	H60 Bachelors programmes	H20 Upper secondary education	2012	0	29
1983	Men	Region Syddanmark	H60 Bachelors programmes	H20 Upper secondary education	2013	0	29
1984	Men	Region Syddanmark	H60 Bachelors programmes	H20 Upper secondary education	2014	0	29
1985	Men	Region Syddanmark	H60 Bachelors programmes	H20 Upper secondary education	2015	0	29
1986	Men	Region Syddanmark	H60 Bachelors programmes	H20 Upper secondary education	2016	0	29
1987	Men	Region Syddanmark	H60 Bachelors programmes	H20 Upper secondary education	2017	0	29
1976	Men	Region Syddanmark	H60 Bachelors programmes	H29 Vocational Education and Training (VET), basic course	2006	1	29
1977	Men	Region Syddanmark	H60 Bachelors programmes	H29 Vocational Education and Training (VET), basic course	2007	0	29
1978	Men	Region Syddanmark	H60 Bachelors programmes	H29 Vocational Education and Training (VET), basic course	2008	0	29
1979	Men	Region Syddanmark	H60 Bachelors programmes	H29 Vocational Education and Training (VET), basic course	2009	0	29
1980	Men	Region Syddanmark	H60 Bachelors programmes	H29 Vocational Education and Training (VET), basic course	2010	0	29
1981	Men	Region Syddanmark	H60 Bachelors programmes	H29 Vocational Education and Training (VET), basic course	2011	0	29
1982	Men	Region Syddanmark	H60 Bachelors programmes	H29 Vocational Education and Training (VET), basic course	2012	0	29
1983	Men	Region Syddanmark	H60 Bachelors programmes	H29 Vocational Education and Training (VET), basic course	2013	2	29
1984	Men	Region Syddanmark	H60 Bachelors programmes	H29 Vocational Education and Training (VET), basic course	2014	0	29
1985	Men	Region Syddanmark	H60 Bachelors programmes	H29 Vocational Education and Training (VET), basic course	2015	0	29
1986	Men	Region Syddanmark	H60 Bachelors programmes	H29 Vocational Education and Training (VET), basic course	2016	1	29
1987	Men	Region Syddanmark	H60 Bachelors programmes	H29 Vocational Education and Training (VET), basic course	2017	0	29
1976	Men	Region Syddanmark	H60 Bachelors programmes	H30 Vocational Education and Training (VET)	2006	3	29
1977	Men	Region Syddanmark	H60 Bachelors programmes	H30 Vocational Education and Training (VET)	2007	1	29
1978	Men	Region Syddanmark	H60 Bachelors programmes	H30 Vocational Education and Training (VET)	2008	0	29
1979	Men	Region Syddanmark	H60 Bachelors programmes	H30 Vocational Education and Training (VET)	2009	0	29
1980	Men	Region Syddanmark	H60 Bachelors programmes	H30 Vocational Education and Training (VET)	2010	0	29
1981	Men	Region Syddanmark	H60 Bachelors programmes	H30 Vocational Education and Training (VET)	2011	1	29
1982	Men	Region Syddanmark	H60 Bachelors programmes	H30 Vocational Education and Training (VET)	2012	2	29
1983	Men	Region Syddanmark	H60 Bachelors programmes	H30 Vocational Education and Training (VET)	2013	1	29
1984	Men	Region Syddanmark	H60 Bachelors programmes	H30 Vocational Education and Training (VET)	2014	1	29
1985	Men	Region Syddanmark	H60 Bachelors programmes	H30 Vocational Education and Training (VET)	2015	0	29
1986	Men	Region Syddanmark	H60 Bachelors programmes	H30 Vocational Education and Training (VET)	2016	0	29
1987	Men	Region Syddanmark	H60 Bachelors programmes	H30 Vocational Education and Training (VET)	2017	1	29
1976	Men	Region Syddanmark	H60 Bachelors programmes	H35 Qualifying educational programmes	2006	0	29
1977	Men	Region Syddanmark	H60 Bachelors programmes	H35 Qualifying educational programmes	2007	0	29
1978	Men	Region Syddanmark	H60 Bachelors programmes	H35 Qualifying educational programmes	2008	0	29
1979	Men	Region Syddanmark	H60 Bachelors programmes	H35 Qualifying educational programmes	2009	0	29
1980	Men	Region Syddanmark	H60 Bachelors programmes	H35 Qualifying educational programmes	2010	0	29
1981	Men	Region Syddanmark	H60 Bachelors programmes	H35 Qualifying educational programmes	2011	0	29
1982	Men	Region Syddanmark	H60 Bachelors programmes	H35 Qualifying educational programmes	2012	0	29
1983	Men	Region Syddanmark	H60 Bachelors programmes	H35 Qualifying educational programmes	2013	0	29
1984	Men	Region Syddanmark	H60 Bachelors programmes	H35 Qualifying educational programmes	2014	0	29
1985	Men	Region Syddanmark	H60 Bachelors programmes	H35 Qualifying educational programmes	2015	1	29
1986	Men	Region Syddanmark	H60 Bachelors programmes	H35 Qualifying educational programmes	2016	0	29
1987	Men	Region Syddanmark	H60 Bachelors programmes	H35 Qualifying educational programmes	2017	0	29
1976	Men	Region Syddanmark	H60 Bachelors programmes	H40 Short cycle higher education	2006	0	29
1977	Men	Region Syddanmark	H60 Bachelors programmes	H40 Short cycle higher education	2007	0	29
1978	Men	Region Syddanmark	H60 Bachelors programmes	H40 Short cycle higher education	2008	0	29
1979	Men	Region Syddanmark	H60 Bachelors programmes	H40 Short cycle higher education	2009	2	29
1980	Men	Region Syddanmark	H60 Bachelors programmes	H40 Short cycle higher education	2010	2	29
1981	Men	Region Syddanmark	H60 Bachelors programmes	H40 Short cycle higher education	2011	1	29
1982	Men	Region Syddanmark	H60 Bachelors programmes	H40 Short cycle higher education	2012	0	29
1983	Men	Region Syddanmark	H60 Bachelors programmes	H40 Short cycle higher education	2013	2	29
1984	Men	Region Syddanmark	H60 Bachelors programmes	H40 Short cycle higher education	2014	2	29
1985	Men	Region Syddanmark	H60 Bachelors programmes	H40 Short cycle higher education	2015	0	29
